name,code,ngram,cui,term,semtype
Suffocation feeling,10042444,feeling,C1527305,feeling,{'T041'}
Suicidal behaviour,10065604,Suicidal,C0438696,Suicidal,{'T048'}
Suicidal behaviour,10065604,behaviour,C0677505,behaviours,{'T033'}
Suicidal depression,10042457,depression,C0011570,depression,{'T048'}
Suicidal depression,10042457,Suicidal,C0438696,Suicidal,{'T048'}
Suicidal ideation,10042458,Suicidal ideation,C0424000,Suicidal ideation,{'T033'}
Suicidal intention,10068557,intention,C0162425,intention,{'T041'}
Suicidal intention,10068557,Suicidal,C0438696,Suicidal,{'T048'}
Suicidal tendency,10042461,Suicidal,C0438696,Suicidal,{'T048'}
Suicide attempt,10042464,Suicide attempt,C0038663,Suicide attempt,{'T037'}
Sun sensitivity,10042494,Sun sensitivity,C0349506,Sun sensitivity,{'T046'}
Sunburn,10042496,Sunburn,C0038814,Sunburn,{'T037'}
Swallowing difficult,10042645,Swallowing,C0011167,Swallowing,{'T040'}
Swallowing difficult,10042645,difficult,C0332218,difficult,{'T033'}
Swallowing painful,10042648,Swallowing,C0011167,Swallowing,{'T040'}
Swallowing painful,10042648,painful,C0030193,painful,{'T184'}
Sweating,10042661,Sweating,C0038990,Sweating,{'T033'}
Swelling,10042674,Swelling,C0038999,Swelling,{'T033'}
Swelling arm,10042680,Swelling,C0038999,Swelling,{'T033'}
Swelling arm,10042680,arm,C0446516,arm,{'T029'}
Swelling of feet,10042693,Swelling,C0038999,Swelling,{'T033'}
Swelling of feet,10042693,feet,C0016504,feet,{'T023'}
Swelling of fingers,10042694,Swelling of fingers,C0239598,Swelling of fingers,{'T033'}
Swelling of hands,10042695,Swelling,C0038999,Swelling,{'T033'}
Swelling of hands,10042695,hands,C0018563,hands,{'T023'}
Swelling of legs,10042700,Swelling,C0038999,Swelling,{'T033'}
Swelling of legs,10042700,legs,C1140621,legs,{'T023'}
Swelling of limbs,10042702,Swelling,C0038999,Swelling,{'T033'}
Swelling of limbs,10042702,limbs,C0015385,limbs,{'T023'}
Swelling of tongue,10042706,Swelling,C0038999,Swelling,{'T033'}
Swelling of tongue,10042706,tongue,C0040408,tongue,{'T023'}
Swollen abdomen,10042714,abdomen,C0000726,abdomen,{'T029'}
Swollen ankles,10042715,ankles,C0003086,ankles,{'T029'}
Swollen eyelid,10042718,eyelid,C0015426,eyelid,{'T023'}
Swollen eyes,10042719,eyes,C0015392,eyes,{'T023'}
Swollen glands,10042720,glands,C1285092,glands,{'T023'}
Swollen lips,10042723,lips,C0023759,lips,{'T023'}
Swollen lymph nodes,10067201,Swollen lymph nodes,C4282165,Swollen lymph nodes,{'T033'}
Swollen mouth,10042724,Swollen mouth,C0240382,swollen mouth,{'T184'}
Swollen tongue,10042727,tongue,C0040408,tongue,{'T023'}
Systemic lupus erythematosus,10042945,Systemic lupus erythematosus,C0024141,Systemic lupus erythematosus,{'T047'}
Talkativeness,10043111,Talkativeness,C0859023,Talkativeness,{'T048'}
Tarry stools,10043119,stools,C0015733,stools,{'T031'}
Tarry stools,10043119,Tarry,C4069282,Tarry,{'T033'}
Taste alteration,10043125,Taste alteration,C0013378,taste alteration,{'T033'}
Taste bitter,10043127,Taste bitter,C0235290,taste bitter,{'T184'}
Taste changed,10043129,changed,C0442739,unchanged,{'T033'}
Taste metallic,10043135,Taste metallic,C0240327,taste metallic,{'T184'}
Tearfulness,10043169,Tearfulness,C0424109,Tearfulness,{'T033'}
Teary eyes,10043172,eyes,C0015392,eyes,{'T023'}
Teeth chattering,10043174,Teeth chattering,C0232514,Teeth chattering,{'T184'}
Teeth clenching,10057326,Teeth,C0040426,Teeth,{'T023'}
Teeth grinding,10043176,Teeth grinding,C0006325,Teeth grinding,{'T048'}
Teeth staining,10043180,staining,C0487602,staining,{'T059'}
Teeth staining,10043180,Teeth,C0040426,Teeth,{'T023'}
Temporary vision loss,10053620,vision loss,C3665347,vision loss,{'T033'}
Temporary vision loss,10053620,Temporary,C3245481,temporary,{'T170'}
Tenderness,10043224,Tenderness,C0234233,Tenderness,{'T184'}
Tendon injury,10043242,Tendon,C0039508,Tendon,{'T023'}
Tendon injury,10043242,injury,C3263723,injury,{'T037'}
Tendon pain,10066371,Tendon,C0039508,Tendon,{'T023'}
Tendon pain,10066371,pain,C0030193,pain,{'T184'}
Tendon rupture,10043248,Tendon rupture,C0151937,Tendon rupture,{'T037'}
Tension,10043268,Tension,C0233494,Tension,{'T048'}
Tension headache,10043269,Tension headache,C0033893,Tension headache,{'T047'}
Testicular pain,10043345,Testicular pain,C0039591,Testicular pain,{'T184'}
Testicular swelling,10043354,swelling,C0038999,swelling,{'T033'}
Thinking irrational,10043435,irrational,C0542058,irrational,{'T033'}
Thinking irrational,10043435,Thinking,C0039869,Thinking,{'T041'}
Thirst,10043458,Thirst,C0039971,Thirst,{'T039'}
Thoracic pain,10043471,Thoracic pain,C0008031,Thoracic pain,{'T184'}
Thoughts of self harm,10043498,self harm,C0424366,self harm,{'T048'}
Thoughts of self harm,10043498,Thoughts,C0039869,Thoughts,{'T041'}
Throat cancer,10043515,Throat,C0031354,Throat,{'T023'}
Throat cancer,10043515,cancer,C0006826,cancer,{'T191'}
Throat infection,10043520,infection,C0009450,infection,{'T047'}
Throat infection,10043520,Throat,C0031354,Throat,{'T023'}
Throat irritation,10043521,Throat irritation,C0700184,Throat irritation,{'T184'}
Throat pain,10043523,Throat pain,C0242429,Throat pain,{'T184'}
Throat swelling,10043525,Throat swelling,C0236024,Throat swelling,{'T033'}
Throat tightness,10043528,Throat,C0031354,Throat,{'T023'}
Thrombophlebitis,10043570,Thrombophlebitis,C0040046,Thrombophlebitis,{'T046'}
Thrombosis,10043607,Thrombosis,C0040053,Thrombosis,{'T046'}
Thrombosis arm,10043610,Thrombosis,C0040053,Thrombosis,{'T046'}
Thrombosis arm,10043610,arm,C0446516,arm,{'T029'}
Thrombosis leg,10043623,Thrombosis,C0040053,Thrombosis,{'T046'}
Thrombosis leg,10043623,leg,C1140621,leg,{'T023'}
Thrush,10043649,Thrush,C0006849,Thrush,{'T047'}
Thyroid cancer,10066474,Thyroid cancer,C0007115,Thyroid cancer,{'T191'}
Thyroid enlarged,10043723,Thyroid,C0040128,Thyroid,{'T047'}
Thyroid enlarged,10043723,enlarged,C1293134,Enlarged,{'T061'}
Thyroid function decreased,10043727,decreased,C0442797,decreased,{'T033'}
Thyroid function decreased,10043727,function,C0031843,function,{'T039'}
Thyroid function decreased,10043727,Thyroid,C0040128,Thyroid,{'T047'}
Thyroid function test abnormal,10043730,function,C0031843,function,{'T039'}
Thyroid function test abnormal,10043730,abnormal,C0205161,abnormal,{'T033'}
Thyroid function test abnormal,10043730,Thyroid,C0040128,Thyroid,{'T047'}
Thyroid function test abnormal,10043730,test,C0392366,test,{'T170'}
Tic,10043833,Tic,C0040188,Tic,{'T048'}
Tingling,10043876,Tingling,C0030554,Tingling,{'T047'}
Tingling feet/hands,10043877,Tingling,C0030554,Tingling,{'T047'}
Tingling feet/hands,10043877,hands,C0018563,hands,{'T023'}
Tingling feet/hands,10043877,feet,C0016504,feet,{'T023'}
Tingling lips,10049355,Tingling,C0030554,Tingling,{'T047'}
Tingling lips,10049355,lips,C0023759,lips,{'T023'}
Tingling mouth,10049315,Tingling,C0030554,Tingling,{'T047'}
Tingling sensation,10043880,Tingling sensation,C2242996,Tingling sensation,{'T184'}
Tingling skin,10043881,Tingling,C0030554,Tingling,{'T047'}
Tingling tongue ,10049373,Tingling,C0030554,Tingling,{'T047'}
Tingling tongue ,10049373,tongue,C0040408,tongue,{'T023'}
Tinnitus,10043882,Tinnitus,C0040264,Tinnitus,{'T047'}
Tired all the time,10043885,Tired,C0015672,Tired,{'T184'}
Tired out,10043889,Tired,C0015672,Tired,{'T184'}
Tiredness,10043890,Tiredness,C0015672,Tiredness,{'T184'}
Tongue biting,10050467,Tongue biting,C0241424,Tongue biting,{'T048'}
Tongue blistering,10043942,blistering,C0344311,blistering,{'T033'}
Tongue blistering,10043942,Tongue,C0040408,Tongue,{'T023'}
Tongue discoloration,10043948,discoloration,C0332572,discoloration,{'T033'}
Tongue discoloration,10043948,Tongue,C0040408,Tongue,{'T023'}
Tongue discolouration,10043949,discolouration,C0332572,discolouration,{'T033'}
Tongue discolouration,10043949,Tongue,C0040408,Tongue,{'T023'}
Tongue dry,10049713,Tongue,C0040408,Tongue,{'T023'}
Tongue edema,10043955,Tongue edema,C0151610,Tongue edema,{'T184'}
Tongue inflammation,10043961,inflammation,C0021368,inflammation,{'T046'}
Tongue inflammation,10043961,Tongue,C0040408,Tongue,{'T023'}
Tongue injury,10059924,Tongue,C0040408,Tongue,{'T023'}
Tongue injury,10059924,injury,C3263723,injury,{'T037'}
Tongue irritation,10043962,Tongue,C0040408,Tongue,{'T023'}
Tongue irritation,10043962,irritation,C1706307,Irritation,{'T033'}
Tongue pain,10043969,Tongue pain,C0017672,Tongue pain,{'T184'}
Tongue redness,10043976,redness,C0332575,redness,{'T033'}
Tongue redness,10043976,Tongue,C0040408,Tongue,{'T023'}
Tongue white,10043993,Tongue,C0040408,Tongue,{'T023'}
Tonsillitis,10044008,Tonsillitis,C0040425,Tonsillitis,{'T047'}
Tooth abscess,10044016,Tooth abscess,C0518988,Tooth abscess,{'T047'}
Tooth decay,10044027,Tooth decay,C0011334,Tooth decay,{'T047'}
Tooth discoloration,10044031,Tooth discoloration,C0040434,Tooth discoloration,{'T033'}
Tooth discolouration,10044032,discolouration,C0332572,discolouration,{'T033'}
Tooth discolouration,10044032,Tooth,C0040426,Tooth,{'T023'}
Tooth erosion,10044038,erosion,C1959609,erosion,{'T046'}
Tooth erosion,10044038,Tooth,C0040426,Tooth,{'T023'}
Tooth fracture,10062544,fracture,C0016658,fracture,{'T037'}
Tooth fracture,10062544,Tooth,C0040426,Tooth,{'T023'}
Tooth infection,10048762,Tooth infection,C0877046,Tooth infection,{'T047'}
Tooth loss,10044044,Tooth,C0040426,Tooth,{'T023'}
Toothache,10044055,Toothache,C0040460,Toothache,{'T184'}
Touch sensitivity increased,10044124,sensitivity,C0237677,insensitivity,{'T033'}
Touch sensitivity increased,10044124,increased,C0151576,increased ck,{'T033'}
Trembling,10044563,Trembling,C0234369,Trembling,{'T184'}
Tremor,10044565,Tremor,C0040822,Tremor,{'T184'}
Tremor limb,10044572,Tremor,C0040822,Tremor,{'T184'}
Tremor limb,10044572,limb,C0015385,limb,{'T023'}
Tremor of hands,10044577,Tremor of hands,C0239842,Tremor of hands,{'T184'}
Trouble falling asleep,10044698,Trouble falling asleep,C4050620,Trouble falling asleep,{'T170'}
Tuberculosis,10044755,Tuberculosis,C0041296,Tuberculosis,{'T047'}
Tunnel vision,10045178,Tunnel vision,C2937228,Tunnel vision,{'T047'}
Twitching,10045198,Twitching,C0231530,Twitching,{'T033'}
Twitching facial,10045200,Twitching,C0231530,Twitching,{'T033'}
Twitching facial,10045200,facial,C0015450,facial,{'T029'}
Twitching of limbs,10045203,Twitching,C0231530,Twitching,{'T033'}
Twitching of limbs,10045203,limbs,C0015385,limbs,{'T023'}
Type 1 diabetes mellitus,10067584,Type 1 diabetes mellitus,C0011854,Type 1 diabetes mellitus,{'T047'}
Type 2 diabetes mellitus,10067585,Type 2 diabetes mellitus,C0011860,Type 2 diabetes mellitus,{'T047'}
Ulcer,10045285,Ulcer,C0041582,Ulcer,{'T046'}
Ulcer bleeding,10071907,bleeding,C0019080,bleeding,{'T046'}
Ulcer bleeding,10071907,Ulcer,C0041582,Ulcer,{'T046'}
Ulcerative colitis,10045365,Ulcerative colitis,C0009324,Ulcerative colitis,{'T047'}
Umbilical hernia,10045458,Umbilical hernia,C0019322,Umbilical hernia,{'T047'}
Unable to eat,10069830,Unable to eat,C0566306,Unable to eat,{'T033'}
Unable to walk,10049278,Unable to walk,C0560046,Unable to walk,{'T033'}
Unconsciousness,10045481,Unconsciousness,C0041657,Unconsciousness,{'T033'}
Unintended pregnancy,10045542,Unintended pregnancy,C0041747,Unintended pregnancy,{'T033'}
Unsteadiness,10046260,Unsteadiness,C0427108,unsteadiness,{'T033'}
Unsteady gait,10046261,Unsteady gait,C0231686,Unsteady gait,{'T033'}
Upper abdominal pain,10046272,abdominal pain,C0000737,abdominal pain,{'T184'}
Upper back pain,10046273,Upper back pain,C0238741,Upper back pain,{'T184'}
Upper gastrointestinal bleeding,10071910,Upper gastrointestinal bleeding,C0041909,Upper gastrointestinal bleeding,{'T046'}
Upper limb fracture,10061394,limb fracture,C0596838,limb fracture,{'T037'}
Upper respiratory tract congestion,10052252,Upper respiratory tract,C0458578,Upper respiratory tract,{'T023'}
Upper respiratory tract congestion,10052252,congestion,C0700148,congestion,{'T046'}
Upper respiratory tract infection,10046306,respiratory tract infection,C0035243,respiratory tract infection,{'T047'}
Upset stomach,10046318,Upset stomach,C0235309,Upset stomach,{'T184'}
Urinary incontinence,10046543,Urinary incontinence,C0042024,Urinary incontinence,{'T046'}
Urinary retention,10046555,Urinary retention,C0080274,Urinary retention,{'T033'}
Urinary tract infection,10046571,Urinary tract infection,C0042029,Urinary tract infection,{'T047'}
Urination difficulty,10046599,difficulty,C1299586,difficulty,{'T033'}
Urination difficulty,10046599,Urination,C0042034,Urination,{'T040'}
Urine color abnormal,10064752,abnormal,C0205161,abnormal,{'T033'}
Urine color abnormal,10064752,Urine,C0042036,Urine,{'T031'}
Urine color abnormal,10064752,color,C1550604,color,{'T130'}
Urine colour abnormal,10064748,abnormal,C0205161,abnormal,{'T033'}
Urine colour abnormal,10064748,Urine,C0042036,Urine,{'T031'}
Urine flow decreased,10046640,decreased,C0442797,decreased,{'T033'}
Urine flow decreased,10046640,Urine,C0042036,Urine,{'T031'}
Urine odor abnormal,10074143,abnormal,C0205161,abnormal,{'T033'}
Urine odor abnormal,10074143,Urine,C0042036,Urine,{'T031'}
Urine odour abnormal,10057135,abnormal,C0205161,abnormal,{'T033'}
Urine odour abnormal,10057135,Urine,C0042036,Urine,{'T031'}
Uterine bleeding,10046765,Uterine bleeding,C0042134,Uterine bleeding,{'T046'}
Uterine cancer,10046766,Uterine cancer,C0153567,Uterine cancer,{'T191'}
Uterine pain,10046809,Uterine pain,C0567085,Uterine pain,{'T184'}
Uterine polyp,10046811,Uterine,C0042149,Uterine,{'T023'}
Uterine spasm,10046823,Uterine spasm,C0151998,Uterine spasm,{'T046'}
Vaccination site inflammation,10068878,inflammation,C0021368,inflammation,{'T046'}
Vaccination site inflammation,10068878,Vaccination,C0042196,Vaccination,{'T061'}
Vaccination site pain,10068879,Vaccination,C0042196,Vaccination,{'T061'}
Vaccination site pain,10068879,pain,C0030193,pain,{'T184'}
Vaccination site swelling,10069620,Vaccination,C0042196,Vaccination,{'T061'}
Vaccination site swelling,10069620,swelling,C0038999,swelling,{'T033'}
Vaccination site tenderness,10069631,Vaccination,C0042196,Vaccination,{'T061'}
Vaccination site tenderness,10069631,tenderness,C0234233,tenderness,{'T184'}
Vaccination site warmth,10069624,Vaccination,C0042196,Vaccination,{'T061'}
Vaccination site warmth,10069624,warmth,C0392197,warmth,{'T039'}
Vaginal bleeding,10046883,bleeding,C0019080,bleeding,{'T046'}
Vaginal bleeding,10046883,Vaginal,C0042232,Vagina,{'T023'}
Vaginal burning sensation,10050023,burning sensation,C0085624,burning sensation,{'T184'}
Vaginal burning sensation,10050023,Vaginal,C0042232,Vagina,{'T023'}
Vaginal discharge,10046901,Vaginal discharge,C0227791,Vaginal discharge,{'T033'}
Vaginal discomfort,10046902,Vaginal discomfort,C0236080,Vaginal discomfort,{'T184'}
Vaginal dryness,10046904,Vaginal dryness,C0241633,Vaginal dryness,{'T033'}
Vaginal infection,10046914,Vaginal infection,C0404521,Vaginal infection,{'T047'}
Vaginal inflammation,10046916,Vaginal inflammation,C0042267,Vaginal inflammation,{'T047'}
Vaginal irritation,10048903,Vaginal irritation,C0558368,Vaginal irritation,{'T033'}
Vaginal itching,10046918,itching,C0033774,itching,{'T033'}
Vaginal itching,10046918,Vaginal,C0042232,Vagina,{'T023'}
Vaginal odor,10055430,Vaginal odor,C0235678,vaginal odor,{'T184'}
Vaginal odour,10046935,Vaginal odour,C0235678,vaginal odour,{'T184'}
Vaginal pain,10046937,Vaginal pain,C0236082,Vaginal pain,{'T184'}
Vaginal yeast infection,10046946,yeast infection,C0750466,yeast infection,{'T047'}
Vaginal yeast infection,10046946,Vaginal,C0042232,Vagina,{'T023'}
Varicose veins,10047001,Varicose veins,C0042345,Varicose veins,{'T047'}
Vasculitis,10047115,Vasculitis,C0042384,Vasculitis,{'T047'}
Vertigo,10047340,Vertigo,C0042571,Vertigo,{'T184'}
Violent behavior,10057073,behavior,C0677505,behaviors,{'T033'}
Violent behaviour,10047428,behaviour,C0677505,behaviours,{'T033'}
Violent thoughts,10047429,Violent thoughts,C0235099,violent thoughts,{'T048'}
Viral infection,10047461,Viral infection,C0042769,Viral infection,{'T047'}
Vision abnormal,10047508,abnormal,C0205161,abnormal,{'T033'}
Vision abnormal,10047508,Vision,C0042789,Vision,{'T040'}
Vision decreased,10047516,Vision decreased,C4553853,Vision decreased,{'T033'}
Vision loss,10047522,Vision loss,C3665346,Vision loss,{'T184'}
Visual acuity decreased,10049061,Visual acuity,C0042812,Visual acuity,{'T201'}
Visual acuity decreased,10049061,decreased,C0442797,decreased,{'T033'}
Visual disturbance,10047543,Visual disturbance,C0547030,Visual disturbance,{'T033'}
Visual flashes,10047569,flashes,C0181637,flashes,{'T074'}
Visual hallucinations,10047570,Visual hallucinations,C0233763,Visual hallucinations,{'T184'}
Visual impairment,10047571,Visual impairment,C0042798,Visual impairment,{'T047'}
Vivid dreams,10047666,dreams,C0013117,dreams,{'T041'}
Voice disturbance,10047682,Voice,C0042939,Voice,{'T040'}
Vomiting,10047700,Vomiting,C0042963,Vomiting,{'T184'}
Vomiting blood,10047702,Vomiting,C0042963,Vomiting,{'T184'}
Vomiting blood,10047702,blood,C0005767,blood,{'T031'}
Vomiting projectile,10047708,Vomiting,C0042963,Vomiting,{'T184'}
Wart,10047825,Wart,C0043037,Wart,{'T047'}
Water retention,10047839,Water retention,C0268000,Water retention,{'T046'}
Watering eyes,10047848,Watering eyes,C3257803,Watering eyes,{'T184'}
Watery diarrhea,10055422,Watery diarrhea,C0239182,Watery diarrhea,{'T184'}
Watery diarrhoea,10047849,diarrhoea,C0011991,diarrhoea,{'T184'}
Watery diarrhoea,10047849,Watery,C0043047,Water,{'T121'}
Watery diarrhoea,10047849,Watery,C0043047,Water,{'T197'}
Weakness,10047862,Weakness,C3714552,Weakness,{'T184'}
Weakness generalised,10047864,Weakness,C3714552,Weakness,{'T184'}
Weakness generalized,10047865,Weakness,C3714552,Weakness,{'T184'}
Weakness left or right side,10047866,Weakness,C3714552,Weakness,{'T184'}
Weakness left or right side,10047866,right,C0015726,fright,{'T041'}
Weakness of arms,10050379,Weakness,C3714552,Weakness,{'T184'}
Weakness of arms,10050379,arms,C0446516,arms,{'T029'}
Weakness of limbs,10047868,Weakness,C3714552,Weakness,{'T184'}
Weakness of limbs,10047868,limbs,C0015385,limbs,{'T023'}
Weight bearing difficulty,10066454,difficulty,C1299586,difficulty,{'T033'}
Weight bearing difficulty,10066454,Weight,C0944911,Weight,{'T201'}
Weight fluctuation,10049040,fluctuation,C0231239,fluctuation,{'T184'}
Weight fluctuation,10049040,Weight,C0944911,Weight,{'T201'}
Weight gain,10047896,Weight gain,C0043094,Weight gain,{'T033'}
Weight loss,10047900,Weight loss,C1262477,Weight loss,{'T033'}
Weird feeling,10047904,feeling,C1527305,feeling,{'T041'}
Welts,10047906,Welts,C0221232,Welts,{'T184'}
Wheals,10047918,Wheals,C0043240,heals,{'T040'}
Wheeze,10047921,Wheeze,C0043144,Wheeze,{'T184'}
Wheezing,10047924,Wheezing,C0043144,Wheezing,{'T184'}
Whooping cough,10047974,Whooping cough,C0043167,Whooping cough,{'T047'}
Withdrawal reaction,10048008,Withdrawal,C2825032,Withdrawal,{'T048'}
Withdrawal reaction,10048008,reaction,C0000828,Abreaction,{'T041'}
Withdrawn,10048013,Withdrawn,C0424092,Withdrawn,{'T033'}
Word finding difficulty,10067711,difficulty,C1299586,difficulty,{'T033'}
Word finding difficulty,10067711,finding,C0037088,finding,{'T184'}
Worry,10048025,Worry,C0233481,Worry,{'T033'}
Wound,10052428,Wound,C0043250,Wound,{'T037'}
Wound bleeding,10051386,bleeding,C0019080,bleeding,{'T046'}
Wound bleeding,10051386,Wound,C0043250,Wound,{'T037'}
Wound healing delayed,10048036,healing delayed,C0151692,healing delayed,{'T046'}
Wound healing delayed,10048036,Wound,C0043250,Wound,{'T037'}
Wound infection,10048038,Wound infection,C0043241,Wound infection,{'T046'}
Wrist fracture,10048049,Wrist fracture,C0435630,Wrist fracture,{'T037'}
Wrist pain,10048692,Wrist pain,C0221785,Wrist pain,{'T184'}
Writing impaired,10048053,Writing,C2584304,Writing,{'T041'}
Yawning,10048232,Yawning,C0043387,Yawning,{'T033'}
Yeast infection,10049080,Yeast infection,C0750466,Yeast infection,{'T047'}
Yeast infection of the mouth,10058087,Yeast infection,C0750466,Yeast infection,{'T047'}
Yellow skin,10048245,Yellow skin,C0022346,Yellow skin,{'T184'}
