"nct_id","query","brief_title","description","brief_title_conc_list","brief_summ_conc_list","total_subjects_affected","total_subjects_at_risk"
"NCT00151177","serious sleep apnea_page_rank.csv","Continuous Positive Airway Pressure Ventilation After Acute Ischemic Stroke","~     More than half of all stroke patients have sleep apneas in the acute phase after stroke.~     Sleep apneas may be associated with higher degrees of disability three months after stroke~     due to numerous factors associated with sleep apneas such as persistent hypertension, cardiac~     arrhythmias, and clotting disorders.~      Non-invasive CPAP (continuous positive airway pressure)-therapy may reverse a number of these~     effects very shortly after initiation. The aim of the study is to test the feasibility of~     early non-invasive CPAP treatment starting in the first night after stroke onset, and to test~     its efficacy in a randomized clinical trial.~      50 patients with acute ischemic stroke will be enrolled and randomly assigned to standard~     care PLUS CPAP treatment or standard care only. All patients randomized to the intervention~     group will receive CPAP therapy for the first three nights after stroke. In the fourth night,~     a cardiorespiratory polygraphy will be performed in patients and controls. Patients assigned~     to the intervention group with a respiratory distress index > 10/h will be treated further~     on. On admission, day 4, and day 10 after stroke, diffusion weighted MRI imaging will be~     performed to determine the size of the infarction. The NIHSS score will be used to assess~     clinical short-term outcome on day 4 and day 10. After three months, the outcome will be~     determined using the modified Rankin scale.~      As CPAP therapy may be more laborious for the provider, the additional work-load will be~     documented using pre-specified scales.~      Primary hypothesis of the study is, that CPAP therapy is feasible in acute stroke patients~     and that the additional work load will not outweigh the benefits.~      Secondary hypothesis is that patients assigned to the treatment group have smaller~     infarctions on MRI and less neurological deficits at 3 months after stroke.~      Patients entering the study will be investigated by transcranial Doppler ultrasound in case~     they have sufficient temporal bone windows for insonation and no stenosis or occlusions of~     major brain supplying arteries by the time of investigation that disturb the intracerebral~     blood flow.~      All intracranial arteries will be assessed before treatment, after treatment and on day 8~     after the insult.~      Screen shots will be taken and will be analysed by dynamic vascular ultrasound (DVA), a new~     software algorithm developed by NHSi, to investigate microcirculatory information from the~     flow spectra of the major intracranial arteries.~      The data from this post-hoc analysis are compared with the data of the polysomnography and~     with treatment.~      Primary hypothesis in this substudy is that DVA reliably identifies patients with sleep apnea~     on days one and four after stroke. Secondary hypothesis is that DVA can distinguish between~     treated patients and controls.~   ","C0199451;C0948008","C0476273;C0948008;C0162701;C0020538;C0524466;C0524466;C0021308;C1301725;C0002045;C1446409;C1261287;C0003842;C0003842;C0038454;C0038454;C0038454;C0038454;C0038454;C0038454;C0037313;C0037313;C0037313;C0918012;C0006104;C0005767;C0037313;C2948600;C2984908;C0003811;C0021308;C1456025;C0038454;C0598801;C0600091;C0003842;C0003578;C0003578;C0003578;C0003578;C0474781;C2947996;C2947996;C0376495;C0376495;C0376495;C0376495;C0376495",0,0
"NCT00151814","treating people already having hypertension_page_rank.csv","Olmesartan Pediatric Pharmacokinetic (PK) Study","~     Determine single dose pharmacokinetic parameters of olmesartan in pediatric patients with~     hypertension in ages 12 months - 16 years~   ","C1098320","C0020538;C1098320;C0723338;C1705911",10,192
"NCT00153036","Outcomes of cerebrovascular accident_page_rank.csv","Rt-PA in the Treatment of Acute Ischemic Stroke","~     To collect additional confirmatory data on alteplase(rt-PA) in the European setting and to~     demonstrate that the treatment of patients between 3 and 4.30 hours of onset of symptoms of~     acute ischemic stroke with rt-PA compared to placebo-treated patients will result in an~     improved clinical outcome without increase of fatality rate.~   ","C0948008;C0376495","C0948008;C1457887;C0184511;C0032042;C0032143;C0376495",0,0
"NCT00153101","Outcomes of cerebrovascular accident_page_rank.csv","Effectiveness and Safety of Ramipril Alone Compared With Telmisartan Alone and in Combination With Ramipril in Patients at High Risk for Cardiovascular Events. Patients Intolerant to Ramipril Were Entered in TRANSCEND, Telmisartan Compared to Placebo.","~     The Ongoing Telmisartan Alone and in combination wiht Ramipril Global Endpoint trial~     (ONTARGET): The primary objectives are to determine if (a) telmisartan 80mg daily and~     ramipril 10mg daily combination therapy is more effective in reducing the composite endpoint~     of Cardiovascular Death (CV) death, Myocardial infarction (MI), stroke or hospitalization for~     Congestive Heart Failure (CHF) compared with ramipril 10mg alone; and (b) telmisartan 80mg~     daily is at least as effective as (i.e. not less effective than) ramipril 10mg daily, on this~     endpoint.~      Telmisartan Randomised Assessment Study in Angiotension converting Enzyme inhibitor~     intolerant subjects with Cardiovascular Disease. (TRANSCEND): The primary objective of the~     study is to determine if treatment with telmisartan 80mg daily is superior to placebo~     reducing the composite endpoint of Cardiovascular Death (CV), Myocardial Infarction ( MI)I,~     stroke or hospitalization for Congestive Heart Failure (CHF) in patients who are intolerant~     to Angiotension Converting Enzyme inhibitors.~   ","C3887460;C0248719;C0248719;C0032042;C1449882;C1449882;C0332167","C0018802;C0018802;C0027051;C0027051;C0019993;C0019993;C3887460;C3887460;C3887460;C0248719;C0248719;C0248719;C0248719;C0248719;C0012634;C0038454;C0038454;C0014432;C0014432;C1449882;C1449882;C0032042;C0376495",73542,79085822
"NCT00159224","antiretroviral therapy first time_pageRank.csv","Induction-maintenance of Lopinavir/r in HIV-infected Subjects","~     This study will assess the safety, tolerability and antiviral activity of a simplified~     PI-based treatment regimen (Kaletra,ä) compared to conventional HAART regimens in patients~     infected with HIV-1 who are on their first boosted-PI antiretroviral treatment regimen.~      The potency of the antiviral activity of Kaletra has been clearly demonstrated in a wide~     spectrum of patients in a number of different clinical trials.6-9 The durable viral~     suppression seen after 4 years of therapy10 proves that it can provide effective, long-term~     treatment for people with HIV-1.~      Data from one of these trials (M97-720),6 an ongoing Phase II study of lopinavir/ritonavir in~     combination with NRTIs suggests there may be a role for monoclass therapy with Kaletra in the~     treatment of HIV-1-infection.~   ","C0674432;C0439663","C0301625;C0674432;C0292818;C0439663;C0376495;C0376495;C0376495;C0376495",0,0
"NCT00159835","serious Rheumatoid arthritis_pageRank.csv","Atorvastatin Versus Simvastatin In The Prevention Of Coronary Heart Disease (CHD) In Patients With Known CHD","~     To investigate whether a long-term strategy to lower LDL cholesterol with atorvastatin as~     much as possible will improve prognosis in CHD patients compared with a strategy reflecting~     current best clinical practice with simvastatin.~   ","C0010068;C0286651","C0286651;C0332149;C0184511;C2986419",0,0
"NCT00159887","hypertension safe treatments_page_rank.csv","Study to Assess the Longterm Safety of Sildenafil Citrate in Patients With Pulmonary Arterial Hypertension","~     Open label extension study to the pivotal efficacy study to assess the safety of sildenafil~     citrate in patients with pulmonary arterial hypertension~   ","C2973725;C0724693","C0376259;C2973725;C0529793;C0233494",0,0
"NCT00164736","HIV infection seronegativity_page_rank.csv","Breastfeeding, Antiretroviral, and Nutrition Study","~     This is a comparative clinical trial among HIV-infected women and their infants to determine:~        1. the benefit of nutritional supplementation given to women during breastfeeding~        2. the benefit and safety of antiretroviral (ARV) medications given either to infants or to~          their mothers to prevent HIV transmission during breastfeeding~        3. the feasibility of exclusive breastfeeding followed by early, rapid breastfeeding~          cessation~   ","C0162429","C4284232;C0439663;C0242296",0,0
"NCT00167700","already having Celiac Disease_page_rank.csv","Pre-, Peri- and Postnatal Programming and Origins of Disease: Early Targeting the Epidemics of Allergy and Overweight","~     Combined programme: Nutrition, Allergy, Mucosal immunology and Intestinal microbiota (NAMI)~     was created with the objective to reverse the rising trend of chronic inflammatory diseases,~     such as allergic disease and obesity, by control of the internal and external environments of~     the infant. To approach this problem, the project aims to characterize~        -  how immunology is regulated during pregnancy and early infancy,~        -  how the immune interaction between mother and child is influenced by nutritional and~          microbial factors, and~        -  how the regulation is related to disease risk.~   ","C0497406;C0012634;C0014499;C0719656","C0032961;C0012634;C0028754;C0033213;C0012634;C0719656;C2728259;C0162429",0,0
"NCT00167843","serious Rheumatoid arthritis_pageRank.csv","Reducing the Effects of Malaria in Children by Administering Repeated Preventive Doses","~     The general goal of the project is to assess the infectious status and immunity of mothers~     and children living in a malaria region. A major part of the study involves administering an~     effective antimalarial, sulfadoxine-pyrimethamine (Fansidar®), to children at the same~     timepoints as vaccinations, i.e. at age 3, 9 and 15 months. The main objective is to study~     safety, efficacy, and consequences of such a strategy in particular the ability to reduce the~     risk of anemia.~   ","C0024530","C0034283;C0024530;C0003374;C0042196",0,0
